LEA Name,LEA Entity ID,School Name,School Entity ID,SchoolCTDS,Subgroup,EthnicAsian,EthnicAmericanIndianAlaskaNative,EthnicBlackAfricanAmerican,EthnicHispanicLatino,EthnicWhite,EthnicNativeHawaiianOthPacIslan,Missing_Ethnicity,Total,
"Arizona Autism Charter Schools, Inc.",91958,Arizona Autism Charter School,92598,078226001,Free Lunch,*,*,*,29,*,*,*,43,
"Arizona Autism Charter Schools, Inc.",91958,Arizona Autism Charter School,92598,078226001,Students With Disabilities,*,*,*,58,26,*,*,105,
"Arizona Autism Charter Schools, Inc.",91958,Arizona Autism Charter School,92598,078226001,Reduced Lunch,*,*,*,22,*,*,*,39,
"Arizona Autism Charter Schools, Inc.",91958,"Arizona Autism Charter School, Upper School Campus",92984,078226002,All Students,*,*,*,21,22,*,*,53,
"Arizona Autism Charter Schools, Inc.",91958,"Arizona Autism Charter School, Upper School Campus",92984,078226002,English Learners,*,*,*,*,*,*,*,*,
"Arizona Autism Charter Schools, Inc.",91958,"Arizona Autism Charter School, Upper School Campus",92984,078226002,Free Lunch,*,*,*,11,*,*,*,17,
"Arizona Autism Charter Schools, Inc.",91958,"Arizona Autism Charter School, Upper School Campus",92984,078226002,Students With Disabilities,*,*,*,22,22,*,*,54,
"Arizona Autism Charter Schools, Inc.",91958,"Arizona Autism Charter School, Upper School Campus",92984,078226002,Reduced Lunch,*,*,*,*,*,*,*,20,
"Arizona Call-a-Teen Youth Resources, Inc.",4346,,,           _,All Students,*,*,*,81,11,*,*,106,
"Arizona Call-a-Teen Youth Resources, Inc.",4346,,,           _,English Learners,*,*,*,*,*,*,*,*,
"Arizona Call-a-Teen Youth Resources, Inc.",4346,,,           _,Free Lunch,*,*,*,92,*,*,*,114,
"Arizona Call-a-Teen Youth Resources, Inc.",4346,,,           _,Students With Disabilities,*,*,*,*,*,*,*,*,
"Arizona Call-a-Teen Youth Resources, Inc.",4346,,,           _,Reduced Lunch,*,*,*,*,*,*,*,*,
"Arizona Call-a-Teen Youth Resources, Inc.",4346,Arizona Call-a-Teen Center for Excellence,5520,078723201,All Students,*,*,*,81,*,*,*,105,
"Arizona Call-a-Teen Youth Resources, Inc.",4346,Arizona Call-a-Teen Center for Excellence,5520,078723201,English Learners,*,*,*,*,*,*,*,*,
"Arizona Call-a-Teen Youth Resources, Inc.",4346,Arizona Call-a-Teen Center for Excellence,5520,078723201,Free Lunch,*,*,*,92,*,*,*,114,
"Arizona Call-a-Teen Youth Resources, Inc.",4346,Arizona Call-a-Teen Center for Excellence,5520,078723201,Students With Disabilities,*,*,*,*,*,*,*,*,
"Arizona Call-a-Teen Youth Resources, Inc.",4346,Arizona Call-a-Teen Center for Excellence,5520,078723201,Reduced Lunch,*,*,*,*,*,*,*,*,
"Arizona Call-a-Teen Youth Resources, Inc.",4346,Canon School,6119,130350101,All Students,*,*,*,*,*,*,*,*,
"Arizona Call-a-Teen Youth Resources, Inc.",4346,Canon School,6119,130350101,English Learners,*,*,*,*,*,*,*,*,
"Arizona Call-a-Teen Youth Resources, Inc.",4346,Canon School,6119,130350101,Free Lunch,*,*,*,*,*,*,*,*,
"Arizona Call-a-Teen Youth Resources, Inc.",4346,Canon School,6119,130350101,Students With Disabilities,*,*,*,*,*,*,*,*,
"Arizona Call-a-Teen Youth Resources, Inc.",4346,Canon School,6119,130350101,Reduced Lunch,*,*,*,*,*,*,*,*,
Arizona Community Development Corporation,79947,,,           _,All Students,24,11,178,1190,489,11,96,1999,
Arizona Community Development Corporation,79947,,,           _,English Learners,*,*,*,180,*,*,*,195,
Arizona Community Development Corporation,79947,,,           _,Free Lunch,12,*,131,862,242,*,54,1313,
Arizona Community Development Corporation,79947,,,           _,Students With Disabilities,*,*,14,162,53,*,*,241,
Arizona Community Development Corporation,79947,,,           _,Reduced Lunch,*,*,12,84,46,*,12,158,
Arizona Community Development Corporation,79947,La Paloma Academy,79950,108709101,All Students,*,*,53,432,215,*,45,761,
Arizona Community Development Corporation,79947,La Paloma Academy,79950,108709101,English Learners,*,*,*,38,*,*,*,41,
Arizona Community Development Corporation,79947,La Paloma Academy,79950,108709101,Free Lunch,*,*,45,307,122,*,29,512,
Arizona Community Development Corporation,79947,La Paloma Academy,79950,108709101,Students With Disabilities,*,*,*,50,20,*,*,81,
Arizona Community Development Corporation,79947,La Paloma Academy,79950,108709101,Reduced Lunch,*,*,*,30,16,*,*,55,
Arizona Community Development Corporation,79947,La Paloma Academy (Lakeside),81187,108709103,All Students,13,*,115,378,264,*,48,825,
Arizona Community Development Corporation,79947,La Paloma Academy (Lakeside),81187,108709103,English Learners,*,*,*,40,*,*,*,51,
Arizona Community Development Corporation,79947,La Paloma Academy (Lakeside),81187,108709103,Free Lunch,*,*,77,233,115,*,23,455,
Arizona Community Development Corporation,79947,La Paloma Academy (Lakeside),81187,108709103,Students With Disabilities,*,*,*,49,32,*,*,91,
Arizona Community Development Corporation,79947,La Paloma Academy (Lakeside),81187,108709103,Reduced Lunch,*,*,*,34,30,*,*,82,
Arizona Community Development Corporation,79947,La Paloma Academy-South,91805,108709104,All Students,*,*,*,380,*,*,*,413,
Arizona Community Development Corporation,79947,La Paloma Academy-South,91805,108709104,English Learners,*,*,*,102,*,*,*,103,
Arizona Community Development Corporation,79947,La Paloma Academy-South,91805,108709104,Free Lunch,*,*,*,322,*,*,*,346,
Arizona Community Development Corporation,79947,La Paloma Academy-South,91805,108709104,Students With Disabilities,*,*,*,63,*,*,*,69,
Arizona Community Development Corporation,79947,La Paloma Academy-South,91805,108709104,Reduced Lunch,*,*,*,20,*,*,*,21,
"Arizona Connections Academy Charter School, Inc.",87407,,,           _,All Students,24,54,109,496,1308,*,138,2134,
"Arizona Connections Academy Charter School, Inc.",87407,,,           _,English Learners,*,*,*,*,*,*,*,*,
"Arizona Connections Academy Charter School, Inc.",87407,,,           _,Free Lunch,*,53,95,366,568,*,91,1185,
"Arizona Connections Academy Charter School, Inc.",87407,,,           _,Students With Disabilities,*,*,23,88,222,*,29,371,
"Arizona Connections Academy Charter School, Inc.",87407,,,           _,Reduced Lunch,*,*,15,107,227,*,34,394,
"Arizona Connections Academy Charter School, Inc.",87407,Arizona Connections Academy,81179,078511101,All Students,24,54,109,496,1308,*,138,2134,
"Arizona Connections Academy Charter School, Inc.",87407,Arizona Connections Academy,81179,078511101,English Learners,*,*,*,*,*,*,*,*,
"Arizona Connections Academy Charter School, Inc.",87407,Arizona Connections Academy,81179,078511101,Free Lunch,*,53,95,366,568,*,91,1185,
"Arizona Connections Academy Charter School, Inc.",87407,Arizona Connections Academy,81179,078511101,Students With Disabilities,*,*,23,88,222,*,29,371,
"Arizona Connections Academy Charter School, Inc.",87407,Arizona Connections Academy,81179,078511101,Reduced Lunch,*,*,15,107,227,*,34,394,
Arizona Department of Corrections,8336,,,           _,All Students,*,11,46,140,31,*,*,229,
Arizona Department of Corrections,8336,,,           _,English Learners,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,,,           _,Free Lunch,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,,,           _,Students With Disabilities,*,17,62,162,76,*,*,318,
Arizona Department of Corrections,8336,,,           _,Reduced Lunch,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,ASPC-Eyman,8348,211002900,All Students,*,*,*,*,*,*,*,23,
Arizona Department of Corrections,8336,ASPC-Eyman,8348,211002900,English Learners,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,ASPC-Eyman,8348,211002900,Free Lunch,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,ASPC-Eyman,8348,211002900,Students With Disabilities,*,*,*,25,13,*,*,53,
Arizona Department of Corrections,8336,ASPC-Eyman,8348,211002900,Reduced Lunch,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,ASPC-Florence,8337,211002100,All Students,*,*,*,*,*,*,*,12,
Arizona Department of Corrections,8336,ASPC-Florence,8337,211002100,English Learners,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,ASPC-Florence,8337,211002100,Free Lunch,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,ASPC-Florence,8337,211002100,Students With Disabilities,*,*,*,19,*,*,*,35,
Arizona Department of Corrections,8336,ASPC-Florence,8337,211002100,Reduced Lunch,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,ASPC-Phoenix/Globe,8344,211002500,All Students,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,ASPC-Phoenix/Globe,8344,211002500,English Learners,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,ASPC-Phoenix/Globe,8344,211002500,Free Lunch,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,ASPC-Phoenix/Globe,8344,211002500,Students With Disabilities,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,ASPC-Phoenix/Globe,8344,211002500,Reduced Lunch,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,ASPC-Winslow,8339,211002160,All Students,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,ASPC-Winslow,8339,211002160,English Learners,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,ASPC-Winslow,8339,211002160,Free Lunch,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,ASPC-Winslow,8339,211002160,Students With Disabilities,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,ASPC-Winslow,8339,211002160,Reduced Lunch,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Life Learning Academy,92289,211002201,All Students,*,*,15,59,*,*,*,77,
Arizona Department of Corrections,8336,Life Learning Academy,92289,211002201,English Learners,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Life Learning Academy,92289,211002201,Free Lunch,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Life Learning Academy,92289,211002201,Students With Disabilities,*,*,*,*,*,*,*,22,
Arizona Department of Corrections,8336,Life Learning Academy,92289,211002201,Reduced Lunch,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Success Academy Douglas,93016,211002190,All Students,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Success Academy Douglas,93016,211002190,English Learners,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Success Academy Douglas,93016,211002190,Free Lunch,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Success Academy Douglas,93016,211002190,Students With Disabilities,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Success Academy Douglas,93016,211002190,Reduced Lunch,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Success Academy Lewis,10229,211002120,All Students,*,*,*,14,*,*,*,24,
Arizona Department of Corrections,8336,Success Academy Lewis,10229,211002120,English Learners,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Success Academy Lewis,10229,211002120,Free Lunch,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Success Academy Lewis,10229,211002120,Students With Disabilities,*,*,*,29,17,*,*,58,
Arizona Department of Corrections,8336,Success Academy Lewis,10229,211002120,Reduced Lunch,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Success Academy Perryville,8343,211002300,All Students,*,*,*,*,*,*,*,16,
Arizona Department of Corrections,8336,Success Academy Perryville,8343,211002300,English Learners,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Success Academy Perryville,8343,211002300,Free Lunch,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Success Academy Perryville,8343,211002300,Students With Disabilities,*,*,*,*,*,*,*,17,
Arizona Department of Corrections,8336,Success Academy Perryville,8343,211002300,Reduced Lunch,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Success Academy Safford,93017,211002180,All Students,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Success Academy Safford,93017,211002180,English Learners,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Success Academy Safford,93017,211002180,Free Lunch,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Success Academy Safford,93017,211002180,Students With Disabilities,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Success Academy Safford,93017,211002180,Reduced Lunch,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Success Academy Tucson Adult,8341,211002200,All Students,*,*,15,27,*,*,*,54,
Arizona Department of Corrections,8336,Success Academy Tucson Adult,8341,211002200,English Learners,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Success Academy Tucson Adult,8341,211002200,Free Lunch,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Success Academy Tucson Adult,8341,211002200,Students With Disabilities,*,*,*,44,22,*,*,86,
Arizona Department of Corrections,8336,Success Academy Tucson Adult,8341,211002200,Reduced Lunch,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Success Academy Yuma,8340,211002170,All Students,*,*,*,11,*,*,*,16,
Arizona Department of Corrections,8336,Success Academy Yuma,8340,211002170,English Learners,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Success Academy Yuma,8340,211002170,Free Lunch,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Success Academy Yuma,8340,211002170,Students With Disabilities,*,*,*,27,*,*,*,45,
Arizona Department of Corrections,8336,Success Academy Yuma,8340,211002170,Reduced Lunch,*,*,*,*,*,*,*,*,
Arizona Language Preparatory,92566,,,           _,All Students,*,*,*,25,28,*,*,69,
Arizona Language Preparatory,92566,,,           _,English Learners,*,*,*,*,*,*,*,*,
Arizona Language Preparatory,92566,,,           _,Free Lunch,*,*,*,*,*,*,*,*,
Arizona Language Preparatory,92566,,,           _,Students With Disabilities,*,*,*,*,*,*,*,*,
Arizona Language Preparatory,92566,,,           _,Reduced Lunch,*,*,*,*,*,*,*,*,
Arizona Language Preparatory,92566,Arizona Language Preparatory,92567,078260001,All Students,*,*,*,25,28,*,*,69,
Arizona Language Preparatory,92566,Arizona Language Preparatory,92567,078260001,English Learners,*,*,*,*,*,*,*,*,
Arizona Language Preparatory,92566,Arizona Language Preparatory,92567,078260001,Free Lunch,*,*,*,*,*,*,*,*,
Arizona Language Preparatory,92566,Arizona Language Preparatory,92567,078260001,Students With Disabilities,*,*,*,*,*,*,*,*,
Arizona Language Preparatory,92566,Arizona Language Preparatory,92567,078260001,Reduced Lunch,*,*,*,*,*,*,*,*,
Arizona Montessori Charter School at Anthem,85749,,,           _,All Students,*,*,*,37,244,*,19,313,
Arizona Montessori Charter School at Anthem,85749,,,           _,English Learners,*,*,*,*,*,*,*,*,
Arizona Montessori Charter School at Anthem,85749,,,           _,Free Lunch,*,*,*,13,33,*,*,56,
Arizona Montessori Charter School at Anthem,85749,,,           _,Students With Disabilities,*,*,*,*,35,*,*,39,
Arizona Montessori Charter School at Anthem,85749,,,           _,Reduced Lunch,*,*,*,*,11,*,*,19,
Arizona Montessori Charter School at Anthem,85749,AMCS at Anthem dba Caurus Academy,85750,078991101,All Students,*,*,*,37,244,*,19,313,
Arizona Montessori Charter School at Anthem,85749,AMCS at Anthem dba Caurus Academy,85750,078991101,English Learners,*,*,*,*,*,*,*,*,
Arizona Montessori Charter School at Anthem,85749,AMCS at Anthem dba Caurus Academy,85750,078991101,Free Lunch,*,*,*,13,33,*,*,56,
Arizona Montessori Charter School at Anthem,85749,AMCS at Anthem dba Caurus Academy,85750,078991101,Students With Disabilities,*,*,*,*,35,*,*,39,
Arizona Montessori Charter School at Anthem,85749,AMCS at Anthem dba Caurus Academy,85750,078991101,Reduced Lunch,*,*,*,*,11,*,*,19,
Arizona School For The Arts,4345,,,           _,All Students,40,*,28,194,520,*,57,852,
Arizona School For The Arts,4345,,,           _,English Learners,*,*,*,*,*,*,*,*,
Arizona School For The Arts,4345,,,           _,Free Lunch,*,*,*,*,*,*,*,*,
Arizona School For The Arts,4345,,,           _,Students With Disabilities,*,*,*,11,17,*,*,31,
Arizona School For The Arts,4345,,,           _,Reduced Lunch,*,*,*,*,*,*,*,*,
Arizona School For The Arts,4345,Arizona School For The Arts,5519,078722001,All Students,40,*,28,194,520,*,57,852,
Arizona School For The Arts,4345,Arizona School For The Arts,5519,078722001,English Learners,*,*,*,*,*,*,*,*,
Arizona School For The Arts,4345,Arizona School For The Arts,5519,078722001,Free Lunch,*,*,*,*,*,*,*,*,
Arizona School For The Arts,4345,Arizona School For The Arts,5519,078722001,Students With Disabilities,*,*,*,11,17,*,*,31,
Arizona School For The Arts,4345,Arizona School For The Arts,5519,078722001,Reduced Lunch,*,*,*,*,*,*,*,*,
Arlington Elementary District,4274,,,           _,All Students,*,*,*,174,82,*,*,259,
Arlington Elementary District,4274,,,           _,English Learners,*,*,*,*,*,*,*,46,
Arlington Elementary District,4274,,,           _,Free Lunch,*,*,*,*,*,*,*,*,
Arlington Elementary District,4274,,,           _,Students With Disabilities,*,*,*,21,13,*,*,34,
Arlington Elementary District,4274,,,           _,Reduced Lunch,*,*,*,*,*,*,*,*,
Arlington Elementary District,4274,Arlington Elementary School,5354,070447101,All Students,*,*,*,174,82,*,*,259,
Arlington Elementary District,4274,Arlington Elementary School,5354,070447101,English Learners,*,*,*,*,*,*,*,46,
Arlington Elementary District,4274,Arlington Elementary School,5354,070447101,Free Lunch,*,*,*,*,*,*,*,*,
Arlington Elementary District,4274,Arlington Elementary School,5354,070447101,Students With Disabilities,*,*,*,21,13,*,*,34,
Arlington Elementary District,4274,Arlington Elementary School,5354,070447101,Reduced Lunch,*,*,*,*,*,*,*,*,
Ash Creek Elementary District,4187,,,           _,All Students,*,*,*,*,*,*,*,15,
Ash Creek Elementary District,4187,,,           _,English Learners,*,*,*,*,*,*,*,*,
